k, X_re, X_im, X^2 ,
0, -0.000417, 0.000000, 0.000000
1, -0.000419, -0.000000, 0.000000
2, -0.000406, -0.000006, 0.000000
3, -0.000410, -0.000006, 0.000000
4, -0.000407, -0.000005, 0.000000
5, -0.000404, -0.000001, 0.000000
6, -0.000411, -0.000012, 0.000000
7, -0.000421, -0.000002, 0.000000
8, -0.000419, -0.000005, 0.000000
9, -0.000400, -0.000009, 0.000000
10, -0.000408, -0.000021, 0.000000
11, -0.000402, -0.000015, 0.000000
12, -0.000412, -0.000003, 0.000000
13, -0.000404, -0.000016, 0.000000
14, -0.000406, -0.000015, 0.000000
15, -0.000416, -0.000020, 0.000000
16, -0.000415, -0.000018, 0.000000
17, -0.000402, -0.000020, 0.000000
18, -0.000408, -0.000020, 0.000000
19, -0.000424, -0.000023, 0.000000
20, -0.000406, -0.000028, 0.000000
21, -0.000404, -0.000032, 0.000000
22, -0.000410, -0.000032, 0.000000
23, -0.000416, -0.000032, 0.000000
24, -0.000415, -0.000030, 0.000000
25, -0.000404, -0.000032, 0.000000
26, -0.000396, -0.000030, 0.000000
27, -0.000390, -0.000034, 0.000000
28, -0.000406, -0.000037, 0.000000
29, -0.000406, -0.000030, 0.000000
30, -0.000403, -0.000046, 0.000000
31, -0.000402, -0.000044, 0.000000
32, -0.000391, -0.000061, 0.000000
33, -0.000401, -0.000039, 0.000000
34, -0.000409, -0.000047, 0.000000
35, -0.000396, -0.000063, 0.000000
36, -0.000403, -0.000052, 0.000000
37, -0.000399, -0.000047, 0.000000
38, -0.000408, -0.000052, 0.000000
39, -0.000405, -0.000047, 0.000000
40, -0.000406, -0.000049, 0.000000
41, -0.000389, -0.000050, 0.000000
42, -0.000386, -0.000051, 0.000000
43, -0.000402, -0.000051, 0.000000
44, -0.000407, -0.000060, 0.000000
45, -0.000404, -0.000057, 0.000000
46, -0.000410, -0.000063, 0.000000
47, -0.000399, -0.000065, 0.000000
48, -0.000411, -0.000063, 0.000000
49, -0.000388, -0.000067, 0.000000
50, -0.000405, -0.000076, 0.000000
51, -0.000396, -0.000069, 0.000000
52, -0.000399, -0.000071, 0.000000
53, -0.000398, -0.000071, 0.000000
54, -0.000407, -0.000070, 0.000000
55, -0.000402, -0.000076, 0.000000
56, -0.000393, -0.000069, 0.000000
57, -0.000392, -0.000073, 0.000000
58, -0.000395, -0.000071, 0.000000
59, -0.000395, -0.000072, 0.000000
60, -0.000401, -0.000084, 0.000000
61, -0.000395, -0.000070, 0.000000
62, -0.000390, -0.000089, 0.000000
63, -0.000396, -0.000076, 0.000000
64, -0.000401, -0.000085, 0.000000
65, -0.000393, -0.000086, 0.000000
66, -0.000401, -0.000081, 0.000000
67, -0.000408, -0.000085, 0.000000
68, -0.000398, -0.000087, 0.000000
69, -0.000397, -0.000086, 0.000000
70, -0.000399, -0.000088, 0.000000
71, -0.000365, -0.000092, 0.000000
72, -0.000390, -0.000097, 0.000000
73, -0.000392, -0.000096, 0.000000
74, -0.000397, -0.000096, 0.000000
75, -0.000395, -0.000100, 0.000000
76, -0.000382, -0.000094, 0.000000
77, -0.000406, -0.000102, 0.000000
78, -0.000392, -0.000110, 0.000000
79, -0.000364, -0.000108, 0.000000
80, -0.000399, -0.000115, 0.000000
81, -0.000400, -0.000102, 0.000000
82, -0.000397, -0.000088, 0.000000
83, -0.000371, -0.000117, 0.000000
84, -0.000380, -0.000113, 0.000000
85, -0.000388, -0.000119, 0.000000
86, -0.000390, -0.000110, 0.000000
87, -0.000391, -0.000115, 0.000000
88, -0.000385, -0.000104, 0.000000
89, -0.000382, -0.000122, 0.000000
90, -0.000382, -0.000128, 0.000000
91, -0.000379, -0.000120, 0.000000
92, -0.000389, -0.000118, 0.000000
93, -0.000391, -0.000120, 0.000000
94, -0.000377, -0.000121, 0.000000
95, -0.000380, -0.000129, 0.000000
96, -0.000390, -0.000129, 0.000000
97, -0.000382, -0.000129, 0.000000
98, -0.000376, -0.000134, 0.000000
99, -0.000387, -0.000129, 0.000000
100, -0.000380, -0.000143, 0.000000
101, -0.000375, -0.000131, 0.000000
102, -0.000373, -0.000138, 0.000000
103, -0.000382, -0.000134, 0.000000
104, -0.000379, -0.000128, 0.000000
105, -0.000379, -0.000137, 0.000000
106, -0.000364, -0.000135, 0.000000
107, -0.000363, -0.000137, 0.000000
108, -0.000380, -0.000151, 0.000000
109, -0.000387, -0.000152, 0.000000
110, -0.000384, -0.000150, 0.000000
111, -0.000372, -0.000145, 0.000000
112, -0.000369, -0.000135, 0.000000
113, -0.000376, -0.000153, 0.000000
114, -0.000376, -0.000139, 0.000000
115, -0.000371, -0.000155, 0.000000
116, -0.000378, -0.000146, 0.000000
117, -0.000370, -0.000150, 0.000000
118, -0.000371, -0.000138, 0.000000
119, -0.000384, -0.000150, 0.000000
120, -0.000381, -0.000153, 0.000000
121, -0.000373, -0.000160, 0.000000
122, -0.000371, -0.000160, 0.000000
123, -0.000390, -0.000163, 0.000000
124, -0.000368, -0.000163, 0.000000
125, -0.000358, -0.000164, 0.000000
126, -0.000357, -0.000169, 0.000000
127, -0.000342, -0.000167, 0.000000
128, -0.000365, -0.000171, 0.000000
129, -0.000367, -0.000166, 0.000000
130, -0.000367, -0.000172, 0.000000
131, -0.000355, -0.000173, 0.000000
132, -0.000349, -0.000167, 0.000000
133, -0.000375, -0.000175, 0.000000
134, -0.000364, -0.000180, 0.000000
135, -0.000372, -0.000179, 0.000000
136, -0.000355, -0.000159, 0.000000
137, -0.000365, -0.000171, 0.000000
138, -0.000370, -0.000189, 0.000000
139, -0.000357, -0.000180, 0.000000
140, -0.000337, -0.000181, 0.000000
141, -0.000357, -0.000195, 0.000000
142, -0.000355, -0.000197, 0.000000
143, -0.000365, -0.000176, 0.000000
144, -0.000356, -0.000183, 0.000000
145, -0.000346, -0.000174, 0.000000
146, -0.000364, -0.000187, 0.000000
147, -0.000345, -0.000191, 0.000000
148, -0.000330, -0.000191, 0.000000
149, -0.000350, -0.000194, 0.000000
150, -0.000344, -0.000202, 0.000000
151, -0.000357, -0.000198, 0.000000
152, -0.000361, -0.000199, 0.000000
153, -0.000357, -0.000194, 0.000000
154, -0.000343, -0.000198, 0.000000
155, -0.000341, -0.000205, 0.000000
156, -0.000355, -0.000205, 0.000000
157, -0.000345, -0.000189, 0.000000
158, -0.000353, -0.000211, 0.000000
159, -0.000350, -0.000212, 0.000000
160, -0.000358, -0.000209, 0.000000
161, -0.000343, -0.000199, 0.000000
162, -0.000349, -0.000206, 0.000000
163, -0.000344, -0.000217, 0.000000
164, -0.000341, -0.000213, 0.000000
165, -0.000322, -0.000210, 0.000000
166, -0.000346, -0.000225, 0.000000
167, -0.000341, -0.000224, 0.000000
168, -0.000336, -0.000216, 0.000000
169, -0.000336, -0.000232, 0.000000
170, -0.000340, -0.000219, 0.000000
171, -0.000348, -0.000224, 0.000000
172, -0.000336, -0.000228, 0.000000
173, -0.000350, -0.000217, 0.000000
174, -0.000327, -0.000225, 0.000000
175, -0.000324, -0.000222, 0.000000
176, -0.000322, -0.000229, 0.000000
177, -0.000324, -0.000232, 0.000000
178, -0.000331, -0.000229, 0.000000
179, -0.000316, -0.000231, 0.000000
180, -0.000329, -0.000235, 0.000000
181, -0.000331, -0.000233, 0.000000
182, -0.000324, -0.000236, 0.000000
183, -0.000326, -0.000246, 0.000000
184, -0.000321, -0.000243, 0.000000
185, -0.000331, -0.000248, 0.000000
186, -0.000325, -0.000240, 0.000000
187, -0.000325, -0.000248, 0.000000
188, -0.000327, -0.000239, 0.000000
189, -0.000326, -0.000238, 0.000000
190, -0.000330, -0.000248, 0.000000
191, -0.000326, -0.000255, 0.000000
192, -0.000326, -0.000248, 0.000000
193, -0.000326, -0.000250, 0.000000
194, -0.000330, -0.000265, 0.000000
195, -0.000324, -0.000250, 0.000000
196, -0.000323, -0.000257, 0.000000
197, -0.000326, -0.000257, 0.000000
198, -0.000319, -0.000264, 0.000000
199, -0.000315, -0.000260, 0.000000
200, -0.000311, -0.000259, 0.000000
201, -0.000318, -0.000259, 0.000000
202, -0.000329, -0.000263, 0.000000
203, -0.000318, -0.000270, 0.000000
204, -0.000306, -0.000272, 0.000000
205, -0.000305, -0.000265, 0.000000
206, -0.000329, -0.000270, 0.000000
207, -0.000316, -0.000278, 0.000000
208, -0.000308, -0.000263, 0.000000
209, -0.000323, -0.000276, 0.000000
210, -0.000303, -0.000286, 0.000000
211, -0.000306, -0.000275, 0.000000
212, -0.000310, -0.000284, 0.000000
213, -0.000298, -0.000266, 0.000000
214, -0.000304, -0.000273, 0.000000
215, -0.000318, -0.000285, 0.000000
216, -0.000299, -0.000281, 0.000000
217, -0.000298, -0.000281, 0.000000
218, -0.000307, -0.000285, 0.000000
219, -0.000297, -0.000288, 0.000000
220, -0.000304, -0.000287, 0.000000
221, -0.000305, -0.000288, 0.000000
222, -0.000290, -0.000286, 0.000000
223, -0.000302, -0.000294, 0.000000
224, -0.000298, -0.000290, 0.000000
225, -0.000302, -0.000282, 0.000000
226, -0.000286, -0.000295, 0.000000
227, -0.000276, -0.000298, 0.000000
228, -0.000287, -0.000299, 0.000000
229, -0.000297, -0.000296, 0.000000
